FIPS Code,State,County Name,"Population Estimate, 2007","Population Estimate, 2008","Population Estimate, 2009",2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012"
20133,KS,Neosho,16168,16139,16046,16512,16449,16406
20135,KS,Ness,2961,2909,2835,3107,3120,3068
20137,KS,Norton,5441,5418,5330,5671,5635,5612
20139,KS,Osage,16315,16266,16104,16295,16306,16142
20141,KS,Osborne,3852,3804,3849,3858,3847,3806
20143,KS,Ottawa,5970,5993,5974,6091,6119,6072
20145,KS,Pawnee,6401,6256,6206,6973,7011,6928
20147,KS,Phillips,5315,5282,5272,5642,5555,5519
20149,KS,Pottawatomie,19471,19779,19994,21604,21920,22302
20151,KS,Pratt,9407,9366,9304,9656,9676,9728
20153,KS,Rawlins,2536,2466,2425,2519,2512,2560
20155,KS,Reno,63015,63227,63357,64511,64607,64438
20157,KS,Republic,4914,4832,4808,4980,4907,4858
20159,KS,Rice,10039,10128,10079,10083,10076,9985
20161,KS,Riley,69406,71113,71341,71115,72997,75508
20163,KS,Rooks,5134,5088,4984,5181,5182,5223
20165,KS,Rush,3169,3197,3143,3307,3238,3220
20167,KS,Russell,6724,6633,6596,6970,6956,6946
20169,KS,Saline,54105,54109,54364,55606,55844,55988
20171,KS,Scott,4523,4517,4560,4936,4910,4937
20173,KS,Sedgwick,475075,482317,490864,498365,501076,503889
20175,KS,Seward,22637,22747,23013,22952,23328,23547
20177,KS,Shawnee,173764,175073,176255,177934,178941,178991
20179,KS,Sheridan,2454,2463,2435,2556,2552,2538
20181,KS,Sherman,5890,5891,5860,6010,6054,6113
20183,KS,Smith,3946,3852,3753,3853,3834,3765
20185,KS,Stafford,4400,4346,4342,4437,4371,4358
20187,KS,Stanton,2136,2126,2107,2235,2250,2175
20189,KS,Stevens,5045,5055,5129,5724,5613,5756
20191,KS,Sumner,23757,23668,23488,24132,23787,23674
20193,KS,Thomas,7387,7344,7343,7900,7977,7941
20195,KS,Trego,2942,2922,2920,3001,2930,2986
20197,KS,Wabaunsee,6815,6879,6846,7053,7026,7039
20199,KS,Wallace,1432,1395,1408,1485,1527,1517
20201,KS,Washington,5804,5762,5683,5799,5845,5758
20203,KS,Wichita,2168,2117,2109,2234,2276,2256
20205,KS,Wilson,9778,9595,9474,9409,9300,9105
20207,KS,Woodson,3290,3271,3240,3309,3292,3278
20209,KS,Wyandotte,153317,153968,155085,157505,158224,159129
21001,KY,Adair,17906,17909,18029,18656,18686,18675
21003,KY,Allen,18856,19047,18982,19956,20140,20210
21005,KY,Anderson,21334,21468,21790,21421,21644,21728
21007,KY,Ballard,8138,8200,8161,8249,8253,8333
21009,KY,Barren,41068,41419,41747,42173,42269,42631
21011,KY,Bath,11514,11708,11618,11591,11742,11802
21013,KY,Bell,29027,29066,28972,28691,28725,28183
21015,KY,Boone,112806,115999,118576,118811,121737,123316
21017,KY,Bourbon,19612,19732,19729,19985,19998,19978
21019,KY,Boyd,48565,48573,48527,49542,49466,49164
21021,KY,Boyle,28909,29173,29263,28432,28550,28658
21023,KY,Bracken,8607,8637,8653,8488,8513,8494
21025,KY,Breathitt,15595,15652,15575,13878,13842,13635
21027,KY,Breckinridge,19074,19144,19057,20059,20256,20071
21029,KY,Bullitt,73737,74736,75653,74319,75109,75896
21031,KY,Butler,13294,13358,13329,12690,12827,12840
21033,KY,Caldwell,12816,12884,12870,12984,12973,12935
21035,KY,Calloway,36161,36204,36348,37191,37544,37655
21037,KY,Campbell,87302,87413,88423,90336,90940,90908
21039,KY,Carlisle,5156,5156,5209,5104,5048,5034
21041,KY,Carroll,10498,10636,10703,10811,11013,10900
21043,KY,Carter,27316,27040,26771,27720,27586,27348
21045,KY,Casey,16294,16400,16498,15955,15909,16082
21047,KY,Christian,80944,79690,80938,73955,73591,75427
21049,KY,Clark,35656,35767,36159,35613,35537,35787
21051,KY,Clay,23685,23805,23629,21730,21720,21556
21053,KY,Clinton,9474,9507,9403,10272,10201,10285
21055,KY,Crittenden,9095,9214,9110,9315,9336,9280
21057,KY,Cumberland,6814,6762,6706,6856,6832,6819
21059,KY,Daviess,93974,94621,95394,96656,97234,97847
21061,KY,Edmonson,11949,11997,11926,12161,12090,12071
21063,KY,Elliott,8172,8665,9083,7852,7707,7780
21065,KY,Estill,14893,14899,14859,14672,14666,14493
21067,KY,Fayette,287263,292240,296545,295803,301569,305489
21069,KY,Fleming,14659,14722,14667,14348,14512,14560
21071,KY,Floyd,42029,41975,41899,39451,39207,38949
21073,KY,Franklin,48540,49017,48968,49285,49393,49804
21075,KY,Fulton,6862,6958,6814,6813,6755,6525
21077,KY,Gallatin,8076,8101,8202,8589,8612,8479
21079,KY,Garrard,16990,17020,17085,16912,16885,16913
21081,KY,Grant,25161,25548,25542,24662,24816,24485
21083,KY,Graves,37562,37573,37719,37121,37519,37544
21085,KY,Grayson,25312,25466,25581,25746,25957,25964
21087,KY,Green,11518,11533,11510,11258,11220,11315
21089,KY,Greenup,37508,37771,38020,36910,36865,36707
21091,KY,Hancock,8591,8652,8635,8565,8572,8677
21093,KY,Hardin,98064,98795,99770,105543,107456,107025
21095,KY,Harlan,31075,30825,30956,29278,29060,28543
21097,KY,Harrison,18585,18717,18794,18846,18777,18624
21099,KY,Hart,18289,18451,18396,18199,18235,18366
21101,KY,Henderson,45162,45466,45496,46250,46406,46513
21103,KY,Henry,15824,15934,16060,15416,15443,15318
21105,KY,Hickman,4901,4893,4851,4902,4784,4754
21107,KY,Hopkins,46257,46364,46167,46920,46909,46718
21109,KY,Jackson,13419,13385,13243,13494,13443,13331
21111,KY,Jefferson,711766,717414,721594,741096,746906,750828
21113,KY,Jessamine,45559,46868,47589,48586,49046,49635
21115,KY,Johnson,23902,23831,23827,23356,23396,23383
21117,KY,Kenton,156855,157813,158729,159720,160406,161711
21119,KY,Knott,17092,17104,17126,16346,16289,16124
21121,KY,Knox,32283,32414,32710,31883,31888,31735
21123,KY,Larue,13578,13613,13663,14193,14315,14151
21125,KY,Laurel,57278,57385,57749,58849,59355,59462
21127,KY,Lawrence,16328,16467,16573,15860,16035,15848
21129,KY,Lee,7429,7371,7339,7887,7817,7706
21131,KY,Leslie,11703,11577,11503,11310,11233,11170
21133,KY,Letcher,23951,23759,23633,24519,24446,23952
21135,KY,Lewis,13951,13849,13752,13870,13878,13835
21137,KY,Lincoln,25169,25016,25172,24742,24731,24461
21139,KY,Livingston,9573,9548,9598,9519,9531,9423
21141,KY,Logan,27140,27077,27174,26835,26792,26646
21143,KY,Lyon,8336,8331,8291,8314,8317,8351
21145,KY,McCracken,64964,65388,65880,65565,65864,65549
21147,KY,McCreary,17779,17784,17795,18306,18285,18069
21149,KY,McLean,9702,9672,9607,9531,9527,9506
21151,KY,Madison,81275,82277,83258,82916,84188,84786
21153,KY,Magoffin,13158,13051,13166,13333,13216,13041
21155,KY,Marion,19195,19373,19486,19820,19982,20090
21157,KY,Marshall,31239,31226,31200,31448,31308,31344
21159,KY,Martin,13259,13217,13070,12929,12751,12743
21161,KY,Mason,17185,17365,17378,17490,17653,17512
21163,KY,Meade,27207,27013,26501,28602,29562,29237
21165,KY,Menifee,6677,6693,6593,6306,6317,6220
21167,KY,Mercer,21754,21850,21920,21331,21282,21261
21169,KY,Metcalfe,10163,10169,10063,10099,10073,9969
21171,KY,Monroe,11651,11512,11569,10963,10937,10821
21173,KY,Montgomery,25183,25515,25835,26499,26743,26902
21175,KY,Morgan,14261,14165,14092,13923,13943,13668
21177,KY,Muhlenberg,31450,31279,31274,31499,31272,31181
21179,KY,Nelson,42434,43101,43550,43437,43974,44319
21181,KY,Nicholas,6919,6894,6874,7135,7071,7000
21183,KY,Ohio,23497,23679,23534,23842,24103,24075
21185,KY,Oldham,56605,57725,58095,60316,60642,61412
21187,KY,Owen,11351,11390,11380,10841,10858,10765
21189,KY,Owsley,4611,4652,4619,4755,4820,4722
21191,KY,Pendleton,14988,14926,14887,14877,14698,14604
21193,KY,Perry,29149,29140,29136,28712,28751,28241
21195,KY,Pike,65521,65314,65446,65024,64904,64178
21197,KY,Powell,13634,13587,13566,12613,12651,12483
21199,KY,Pulaski,59946,60623,60853,63063,63657,63593
21201,KY,Robertson,2205,2234,2237,2282,2229,2188
21203,KY,Rockcastle,16571,16637,16504,17056,17069,17006
21205,KY,Rowan,22599,22696,22872,23333,23582,23447
21207,KY,Russell,17072,17278,17377,17565,17610,17497
21209,KY,Scott,43035,44663,45841,47173,48149,49057
21211,KY,Shelby,40615,41376,42078,42074,43068,43614
21213,KY,Simpson,17055,17037,17019,17327,17378,17538
21215,KY,Spencer,16909,17478,17737,17061,17378,17416
21217,KY,Taylor,24093,24253,24420,24512,24731,24691
21219,KY,Todd,12007,12157,12253,12460,12463,12651
21221,KY,Trigg,13329,13315,13290,14339,14305,14447
21223,KY,Trimble,8966,9026,8958,8809,8725,8787
21225,KY,Union,15042,15047,14990,15007,15067,14850
21227,KY,Warren,104485,106591,108669,113792,115517,117110
21229,KY,Washington,11524,11424,11257,11717,11846,11833
21231,KY,Wayne,20577,20668,20748,20813,20969,20824
21233,KY,Webster,13884,13666,13706,13621,13668,13583
21235,KY,Whitley,38282,38643,38813,35637,35823,35499
21237,KY,Wolfe,7123,7066,7099,7355,7342,7164
21239,KY,Woodford,24367,24772,24986,24939,24945,25077
22001,LA,Acadia,59715,59936,60095,61773,61982,61912
22003,LA,Allen,25845,25735,25636,25764,25757,25539
22005,LA,Ascension,99702,102461,104822,107215,109985,112286
22007,LA,Assumption,23093,23026,22874,23421,23153,23026
22009,LA,Avoyelles,42197,42517,42511,42073,41895,41632
22011,LA,Beauregard,34775,35099,35419,35654,36129,36281
22013,LA,Bienville,14880,14731,14729,14353,14335,14076
22015,LA,Bossier,108931,110292,111492,116979,119732,122197
22017,LA,Caddo,252414,252614,253623,254969,257051,257093
22019,LA,Calcasieu,184318,185872,187554,192768,194092,194493
22021,LA,Caldwell,10379,10424,10439,10132,10057,10004
22023,LA,Cameron,7228,7100,6584,6839,6730,6702
22025,LA,Catahoula,10452,10553,10460,10407,10325,10292
22027,LA,Claiborne,16431,16281,16118,17195,16914,16828
22029,LA,Concordia,18924,18924,18989,20822,20876,20365
22031,LA,De Soto,26317,26483,26401,26656,26812,26963
22033,LA,East Baton Rouge,430700,431024,434633,440171,441438,444526
22035,LA,East Carroll,8260,8140,8102,7759,7630,7526
22037,LA,East Feliciana,20902,20958,20970,20267,20117,20008
22039,LA,Evangeline,35834,35455,35330,33984,33896,33710
22041,LA,Franklin,20028,19949,19807,20767,20785,20561
22043,LA,Grant,19774,19974,20164,22309,22131,22068
22045,LA,Iberia,74810,75020,75101,73240,73400,73999
22047,LA,Iberville,32915,32899,32505,33387,33230,33228
22049,LA,Jackson,15075,15156,15063,16274,16323,16216
22051,LA,Jefferson,440339,444655,443342,432552,432640,31432
22053,LA,Jefferson Davis,31037,31100,31097,31594,31694,433676
22055,LA,Lafayette,205203,207659,210954,221578,224390,97029
22057,LA,Lafourche,92881,93556,93682,96318,96666,14927
22059,LA,La Salle,13993,14012,13964,14890,14985,227055
22061,LA,Lincoln,42695,42813,43286,46735,46856,46953
22063,LA,Livingston,117028,121080,123326,128026,130251,131942
22065,LA,Madison,11796,11739,11385,12093,12004,12154
22067,LA,Morehouse,28588,28425,28223,27979,27608,27559
22069,LA,Natchitoches,38957,39050,39255,39566,39442,39436
22071,LA,Orleans,288113,336644,354850,343829,360740,369250
22073,LA,Ouachita,149880,150317,151502,153720,154919,155363
22075,LA,Plaquemines,21353,21138,20942,23042,23628,23921
22077,LA,Pointe Coupee,22447,22536,22447,22802,22703,22726
22079,LA,Rapides,132943,133477,133937,131613,132374,132373
22081,LA,Red River,9137,9061,9003,9091,8890,8983
22083,LA,Richland,20429,20495,20422,20725,20938,20921
22085,LA,Sabine,23701,23706,23733,24233,24526,24325
22087,LA,St. Bernard,33439,37669,40655,35897,39558,41635
22089,LA,St. Charles,51946,51619,51611,52780,52517,52681
22091,LA,St. Helena,10581,10561,10551,11203,10949,11071
22093,LA,St. James,21245,21083,21054,22102,21784,21722
22095,LA,St. John the Baptist,47910,47438,47086,45924,45221,44758
22097,LA,St. Landry,91291,91948,92326,83384,83552,83662
22099,LA,St. Martin,51623,52114,52217,52160,52917,52726
22101,LA,St. Mary,51163,51005,50815,54650,54210,53697
22103,LA,St. Tammany,226315,229384,231495,233740,236785,239453
22105,LA,Tangipahoa,115701,117417,118688,121097,122571,123441
22107,LA,Tensas,5778,5671,5609,5252,5066,4954
22109,LA,Terrebonne,108627,109161,109291,111860,111917,111893
22111,LA,Union,22708,22664,22584,22721,22732,22419
22113,LA,Vermilion,55629,56068,56141,57999,58276,58723
22115,LA,Vernon,47171,44857,46616,52334,52107,53869
22117,LA,Washington,45059,45554,45669,47168,47139,46670
22119,LA,Webster,40742,40625,40544,41207,41288,40940
22121,LA,West Baton Rouge,22636,22629,22638,23788,24109,24106
22123,LA,West Carroll,11468,11383,11329,11604,11569,11512
22125,LA,West Feliciana,15130,15192,15055,15625,15460,15405
22127,LA,Winn,15541,15385,15331,15313,15080,15000
23001,ME,Androscoggin,106695,107061,106539,107702,107398,107609
23003,ME,Aroostook,72048,71827,71488,71870,71482,70868
23005,ME,Cumberland,276023,277512,278559,281674,282401,283921
23007,ME,Franklin,29771,29767,29735,30768,30746,30630
23009,ME,Hancock,53374,53371,53447,54418,54578,54558
23011,ME,Kennebec,120751,121151,121090,122151,121935,121853
23013,ME,Knox,40882,40917,40801,39736,39708,39668
23015,ME,Lincoln,34905,34720,34576,34457,34224,34180
23017,ME,Oxford,56608,56608,56244,57833,57695,57481
23019,ME,Penobscot,148603,149268,149419,153923,153786,153746
23021,ME,Piscataquis,17179,16989,16795,17535,17419,17290
23023,ME,Sagadahoc,36582,36642,36391,35293,35207,35191
23025,ME,Somerset,51494,51220,50947,52228,52028,51910
23027,ME,Waldo,38427,38276,38287,38786,38745,38820
23029,ME,Washington,32780,32490,32107,32856,32637,32462
23031,ME,York,201186,201872,201876,197131,198199,199005
24001,MD,Allegany,72665,72658,72532,75087,74692,74012
24003,MD,Anne Arundel,511875,515328,521209,537656,544403,550488
24005,MD,Baltimore,787119,788454,789814,805029,809941,621342
24009,MD,Calvert,88119,88560,89212,88737,89256,89628
24011,MD,Caroline,32973,33279,33367,33066,32985,32718
24013,MD,Carroll,169373,169794,170089,167134,167288,167217
24015,MD,Cecil,99400,99949,100796,101108,101694,101696
24017,MD,Charles,140672,141444,142226,146551,149130,150592
24019,MD,Dorchester,31762,32017,32043,32618,32640,32551
24021,MD,Frederick,224978,226525,227980,233385,236745,239582
24023,MD,Garrett,29648,29658,29555,30097,30051,29854
24025,MD,Harford,240316,241393,242514,244826,246489,248622
24027,MD,Howard,274038,277187,281884,287085,293142,299430
24029,MD,Kent,19872,20269,20247,20197,20204,20191
24031,MD,Montgomery,941491,953685,971600,971777,989794,1004709
24033,MD,Prince George's,832699,830514,834560,863420,871233,881138
24035,MD,Queen Anne's,46831,47465,47958,47798,48354,48595
24037,MD,St. Mary's,100401,101664,102999,105151,107484,108987
24039,MD,Somerset,26220,26131,25959,26470,26339,26253
24041,MD,Talbot,36077,36112,36262,37782,38025,38098
24043,MD,Washington,144999,145450,145910,147430,148203,149180
24045,MD,Wicomico,93343,93859,94222,98733,99190,100647
24047,MD,Worcester,49221,49169,49122,51454,51514,51578
24510,MD,Baltimore,640150,638091,637418,620961,619493,817455
25001,MA,Barnstable,222246,221521,221151,215888,215769,215423
25003,MA,Berkshire,130219,129571,129288,131219,130458,130016
25005,MA,Bristol,544487,545810,547433,548285,548922,551082
25007,MA,Dukes,15627,15772,15974,16535,16766,17041
25009,MA,Essex,733066,737365,742582,743159,748930,755618
25011,MA,Franklin,71771,71877,71778,71372,71599,71540
25013,MA,Hampden,467756,469204,471081,463490,463783,465923
25015,MA,Hampshire,155198,155788,156044,158080,157822,159795
25017,MA,Middlesex,1475519,1487636,1505006,1503085,1518171,1537215
25019,MA,Nantucket,11060,11272,11322,10172,10142,10298
25021,MA,Norfolk,656122,661359,666303,670850,675436,681845
25023,MA,Plymouth,491361,494353,498344,494919,497579,499759
25025,MA,Suffolk,728819,742724,753580,722023,730932,744426
25027,MA,Worcester,796024,799343,803701,798552,801227,806163
26001,MI,Alcona,11410,11299,11091,10942,10800,10635
26003,MI,Alger,9650,9509,9286,9601,9513,9541
26005,MI,Allegan,112920,113355,113449,111408,111234,112039
26007,MI,Alpena,29732,29600,29289,29598,29386,29234
26009,MI,Antrim,24189,24013,23834,23580,23316,23406
26011,MI,Arenac,16622,16374,16092,15899,15649,15477
26013,MI,Baraga,8682,8566,8604,8860,8808,8683
26015,MI,Barry,59061,58811,58434,59173,58820,58990
26017,MI,Bay,107373,107597,107434,107771,107110,106935
26019,MI,Benzie,17535,17391,17227,17525,17443,17465
26021,MI,Berrien,159886,160319,160472,156813,156941,156067
26023,MI,Branch,46253,45780,44737,45248,45197,43868
26025,MI,Calhoun,136689,136404,135616,136146,135490,135099
26027,MI,Cass,50624,50422,49925,52293,51988,52242
26029,MI,Charlevoix,26219,26001,25796,25949,25998,26023
26031,MI,Cheboygan,26845,26485,26106,26152,25918,25835
26033,MI,Chippewa,38805,38786,38731,38520,38797,38917
26035,MI,Clare,30685,30349,30104,30926,31033,30753
26037,MI,Clinton,69735,69818,69893,75382,75469,76001
26039,MI,Crawford,14511,14428,14203,14074,14014,14009
26041,MI,Delta,37387,37243,36918,37069,37105,36884
26043,MI,Dickinson,27100,26883,26691,26168,26185,26220
26045,MI,Eaton,107157,106816,106077,107759,108056,108008
26047,MI,Emmet,33408,33570,33649,32694,32848,32915
26049,MI,Genesee,434086,428859,424043,425790,422080,418408
26051,MI,Gladwin,26264,25963,25724,25692,25851,25484
26053,MI,Gogebic,16152,16072,15936,16427,16281,16084
26055,MI,Grand Traverse,85260,85939,86333,86986,88349,89112
26057,MI,Gratiot,42388,42339,41948,42476,42145,42063
26059,MI,Hillsdale,46426,45949,45650,46688,46514,46229
26061,MI,Houghton,34945,35321,35333,36628,36638,36520
26063,MI,Huron,33218,32622,32236,33118,32675,32463
26065,MI,Ingham,278624,277971,277633,280895,281613,281723
26067,MI,Ionia,64027,63899,62574,63905,63979,63941
26069,MI,Iosco,26341,26104,25817,25887,25541,25357
26071,MI,Iron,11934,11804,11633,11817,11796,11587
26073,MI,Isabella,66695,66725,67176,70311,70622,70617
26075,MI,Jackson,162698,160266,159828,160248,159748,160309
26077,MI,Kalamazoo,244651,246157,248407,250331,252074,254580
26079,MI,Kalkaska,17157,17142,16891,17153,17160,17099
26081,MI,Kent,602392,604723,608315,602622,608453,614462
26083,MI,Keweenaw,2226,2273,2305,2156,2173,2215
26085,MI,Lake,11103,11017,10926,11539,11539,11498
26087,MI,Lapeer,91869,90905,89974,88319,88082,88173
26089,MI,Leelanau,21891,21847,21899,21708,21459,21607
26091,MI,Lenawee,101184,100720,99837,99892,99440,98987
26093,MI,Livingston,182933,182575,183118,180967,181722,182838
26095,MI,Luce,6704,6599,6518,6631,6584,6522
26097,MI,Mackinac,10906,10667,10591,11113,11037,11137
26099,MI,Macomb,828875,830037,831427,840978,842145,847383
26101,MI,Manistee,24778,24612,24439,24733,24709,24672
26103,MI,Marquette,65165,65462,65703,67077,67694,67906
26105,MI,Mason,28633,28632,28637,28705,28678,28680
26107,MI,Mecosta,41840,41800,41775,42798,43300,43318
26109,MI,Menominee,24138,24156,23969,24029,23930,23815
26111,MI,Midland,82596,82567,82548,83629,84063,83822
26113,MI,Missaukee,14960,14988,14838,14849,14911,15031
26115,MI,Monroe,153360,152870,152721,152021,151560,151048
26117,MI,Montcalm,62831,62845,62733,63342,63185,63097
26119,MI,Montmorency,10220,10185,10094,9765,9653,9476
26121,MI,Muskegon,174259,174569,173951,172188,171302,170182
26123,MI,Newaygo,49252,49072,48686,48460,48352,47959
26125,MI,Oakland,1201712,1202352,1205508,1202362,1210145,1220657
26127,MI,Oceana,27830,27774,27577,26570,26523,26310
26129,MI,Ogemaw,21308,21193,21234,21699,21570,21437
26131,MI,Ontonagon,6947,6725,6569,6780,6598,6413
26133,MI,Osceola,23107,22881,22703,23528,23510,23276
26135,MI,Oscoda,8955,8884,8707,8640,8608,8592
26137,MI,Otsego,24073,23660,23412,24164,24078,24020
26139,MI,Ottawa,258808,260891,261957,263801,266300,269099
26141,MI,Presque Isle,13812,13574,13436,13376,13155,13129
26143,MI,Roscommon,25393,24969,24682,24449,24414,24106
26145,MI,Saginaw,202006,200858,200050,200169,199088,198353
26147,MI,St. Clair,169955,168888,167562,163040,161642,160644
26149,MI,St. Joseph,62408,62273,61723,61295,61136,60796
26151,MI,Sanilac,43499,42968,42064,43114,42605,42268
26153,MI,Schoolcraft,8461,8174,8127,8485,8490,8343
26155,MI,Shiawassee,71749,70841,70006,70648,69841,69232
26157,MI,Tuscola,56703,56066,55395,55729,55422,54662
26159,MI,Van Buren,77915,77978,78227,76258,76131,75454
26161,MI,Washtenaw,347807,344767,347563,344791,347962,350946
26163,MI,Wayne,1981238,1949024,1925848,1820584,1802096,1792365
26165,MI,Wexford,31702,31674,31553,32735,32718,32608
27001,MN,Aitkin,16014,15891,15646,16202,16220,15927
27003,MN,Anoka,326973,328998,331582,330844,333140,336414
27005,MN,Becker,31858,31939,32076,32504,32778,33000
27007,MN,Beltrami,43237,43782,44350,44442,45264,45375
27009,MN,Benton,39541,39899,40193,38451,38671,38865
27011,MN,Big Stone,5344,5301,5251,5269,5238,5164
27013,MN,Blue Earth,59973,60608,61010,64013,64384,65091
27015,MN,Brown,25926,25748,25603,25893,25734,25425
27017,MN,Carlton,33652,34086,34327,35386,35455,35348
27019,MN,Carver,88320,90162,92107,91042,92638,93707
27021,MN,Cass,28640,28707,28534,28567,28390,28357
27023,MN,Chippewa,12412,12378,12321,12441,12319,12135
27025,MN,Chisago,49922,50326,50625,53887,53916,53452
27027,MN,Clay,54641,55732,56763,58999,59803,60155
27029,MN,Clearwater,8232,8246,8242,8695,8774,8703
27031,MN,Cook,5417,5491,5472,5176,5218,5185
27033,MN,Cottonwood,11310,11232,11116,11687,11686,11597
27035,MN,Crow Wing,61607,62345,62723,62500,62763,62882
27037,MN,Dakota,390284,393528,396500,398552,402006,405088
27039,MN,Dodge,19415,19664,19772,20087,20243,20231
27041,MN,Douglas,35970,36224,36390,36009,36172,36415
27043,MN,Faribault,14847,14654,14506,14553,14508,14263
27045,MN,Fillmore,21034,20903,20838,20866,20876,20834
27047,MN,Freeborn,31235,30977,31002,31255,31172,31054
27049,MN,Goodhue,45721,45794,45836,46183,46217,46336
27051,MN,Grant,5986,5947,5835,6018,5989,5944
27053,MN,Hennepin,1133986,1143863,1156212,1152425,1168431,1184576
27055,MN,Houston,19522,19309,19244,19027,18916,18837
27057,MN,Hubbard,18733,18750,18644,20428,20303,20347
27059,MN,Isanti,38910,39212,39442,37816,38283,38248
27061,MN,Itasca,44455,44475,44727,45058,45034,45221
27063,MN,Jackson,10929,10819,10786,10266,10202,10281
27065,MN,Kanabec,16162,16168,15899,16239,16169,16005
27067,MN,Kandiyohi,40870,40959,41123,42239,42173,42379
27069,MN,Kittson,4482,4437,4374,4552,4515,4493
27071,MN,Koochiching,13385,13241,13128,13311,13213,13208
27073,MN,Lac qui Parle,7269,7176,7110,7259,7193,7109
27075,MN,Lake,10769,10665,10610,10866,10824,10818
27077,MN,Lake of the Woods,4047,3964,3880,4045,4007,3973
27079,MN,Le Sueur,28020,28036,28059,27703,27656,27677
27081,MN,Lincoln,5813,5787,5723,5896,5820,5818
27083,MN,Lyon,24845,25032,25074,25857,25891,25543
27085,MN,McLeod,37132,37141,36939,36651,36432,36053
27087,MN,Mahnomen,5063,5061,5025,5413,5456,5536
27089,MN,Marshall,9425,9312,9184,9439,9481,9449
27091,MN,Martin,20406,20383,20245,20840,20689,20475
27093,MN,Meeker,23244,23280,23154,23300,23265,23061
27095,MN,Mille Lacs,26220,26300,26383,26097,25979,25740
27097,MN,Morrison,32737,32973,32883,33198,33229,33052
27099,MN,Mower,38066,37985,38215,39163,39349,39372
27101,MN,Murray,8485,8427,8416,8725,8630,8577
27103,MN,Nicollet,31788,31968,32224,32727,32820,32929
27105,MN,Nobles,20090,20425,20558,21378,21397,21487
27107,MN,Norman,6587,6546,6455,6852,6869,6634
27109,MN,Olmsted,139595,141857,143962,144248,145769,147066
27111,MN,Otter Tail,56973,56895,56588,57303,57252,57288
27113,MN,Pennington,13781,13784,13842,13930,14072,14074
27115,MN,Pine,28190,28399,28368,29750,29604,29218
27117,MN,Pipestone,9268,9358,9353,9596,9501,9345
27119,MN,Polk,30725,30558,30776,31600,31456,31416
27121,MN,Pope,10975,10950,10869,10995,10894,10892
27123,MN,Ramsey,499408,502658,506278,508640,514696,520152
27125,MN,Red Lake,4126,4131,4188,4089,4105,4087
27127,MN,Redwood,15594,15596,15464,16059,15972,15847
27129,MN,Renville,16140,15848,15718,15730,15500,15369
27131,MN,Rice,61985,62583,62723,64142,64409,64854
27133,MN,Rock,9463,9453,9483,9687,9614,9553
27135,MN,Roseau,15962,15963,15911,15629,15540,15476
27137,MN,St. Louis,196458,197166,197767,200226,200255,200319
27139,MN,Scott,126176,129220,131939,129928,132556,135152
27141,MN,Sherburne,85763,87240,87832,88499,89319,89455
27143,MN,Sibley,15058,15077,14925,15226,15169,15123
27145,MN,Stearns,146534,147773,148955,150642,151343,151606
27147,MN,Steele,36359,36594,36775,36576,36534,36322
27149,MN,Stevens,9561,9612,9629,9726,9685,9663
27151,MN,Swift,11086,10961,10823,9783,9640,9594
27153,MN,Todd,24013,23978,23869,24895,24836,24509
27155,MN,Traverse,3674,3602,3573,3558,3523,3451
27157,MN,Wabasha,21763,21873,21884,21676,21600,21476
27159,MN,Wadena,13377,13327,13269,13843,13749,13767
27161,MN,Waseca,19426,19375,18771,19136,19273,19237
27163,MN,Washington,226384,229740,231958,238136,241280,244088
27165,MN,Watonwan,10991,10868,10912,11211,11201,11187
27167,MN,Wilkin,6486,6374,6264,6576,6592,6585
27169,MN,Winona,49699,49590,49436,51461,51378,51629
27171,MN,Wright,117196,119982,121907,124700,126437,127336
27173,MN,Yellow Medicine,10066,9926,9867,10438,10307,10158
28001,MS,Adams,31618,31182,30722,32297,32067,32122
28003,MS,Alcorn,35758,35825,35822,37057,37052,37164
28005,MS,Amite,13327,13243,13038,13131,13064,12957
28007,MS,Attala,19569,19700,19755,19564,19466,19157
28009,MS,Benton,7992,8086,7981,8729,8732,8730
28011,MS,Bolivar,37384,36997,36766,34145,33771,33904
28013,MS,Calhoun,14602,14494,14422,14962,14917,14843
28015,MS,Carroll,10327,10373,10278,10597,10373,10423
28017,MS,Chickasaw,18869,18759,18683,17392,17124,17416
28019,MS,Choctaw,8999,9067,9023,8547,8412,8346
28021,MS,Claiborne,10685,10813,10755,9604,9585,9349
28023,MS,Clarke,17366,17335,17207,16732,16743,16556
28025,MS,Clay,20876,20716,20722,20634,20456,20427
28027,MS,Coahoma,27553,27184,26936,26151,25913,25709
28029,MS,Copiah,29265,29228,29094,29449,29247,28955
28031,MS,Covington,20302,20489,20544,19568,19629,19607
28033,MS,DeSoto,149693,155156,158719,161252,164053,166234
28035,MS,Forrest,79131,79836,81078,74934,75842,76894
28037,MS,Franklin,8329,8338,8324,8118,8017,7918
28039,MS,George,22030,22500,22681,22578,22889,22930
28041,MS,Greene,13697,14301,14352,14400,14338,14311
28043,MS,Grenada,23112,23093,23046,21906,21706,21682
28045,MS,Hancock,39740,40493,40962,43929,44649,45255
28047,MS,Harrison,176257,179322,181191,187105,191040,194029
28049,MS,Hinds,248959,247463,247631,245285,248184,248643
28051,MS,Holmes,20429,20521,20290,19198,18818,18796
28053,MS,Humphreys,9923,9986,9809,9375,9312,9189
